Title,Description,Quantity Required,Unit,Quotes Left,Location,Buyer Name,Experienced Buyer,Complete Order via RFQ,Typical Replies,Interactive User,Email Status,Buyer Profile,Posted Time,Inquiry Url
Awnlux Motorized Roll up Power Awning for Rv Accessories Motorhome Trailer Camper Rv Awning Truck ...,hello is the 4m wide and 2.5m open?how many color you have?how long it take to ship to Dubai-UAE?Application:trailer frame Color:Fabric Color Fabric material:PVC waterproof UV resistant ...,1,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
RFID Freenove RFID Starter Kit V2.0 for Arduino UNO R3 V4,"Freenove RFID Starter Kit V2.0 for Arduino UNO R3 V4,251-Page Detailed Tutorial,198 Items,55 Projects",40,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Lowest Factory Price Mix Order 9H 9D Tempered Glass Phone Screen Protector for Ipone 11 12 13 14 15 ...,"Hello sir,Delivery is available in the UAE.This is my start-up online business.I buy a small quantity,and try its works or not.It's moving fast,and quantity will increase. Regards, ...",25,piece/pieces,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
POPMART Labubu Second Generation Trendy Frozen Animal Vinyl Plush Gift in Stock for Party Sitting ...,"Hello,Good day,we would like to inquire for LABUBU DOLL,and the delivery charge.Thank you characters:Labubu Doll By Animation Source:Other Commodity Attribute:Finished Goods Completion Degree:Finished...",3000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Custom Eco Friendly Pe Bolsas De Plastico Shopping Para Compras Thick Die Cut Patch Carry Shopping ...,"Hello,I hope this message finds you well.I am interested in your plastic packaging products and would like to know more about the technical specifications.Could you please provide me with information ...",500,pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Custom High Quality Aluminum Horse Equipment Storage Tack Box Saddle Tack Locker Flight Case,"Color:Black or Custom Materials:9MM/12MM Fireproof plywood Frame:Aluminum Usage:Transport Storage Size:1260*700*1250mm/1570mm or Custom Feature:Lightweight hard,impact-resistant Logo:BRAVO or ...",1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Customized Scooter Battery Ebike Pack 12V 24V 36V 48V 6Ah 8Ah 10Ah 20Ah 18650 21700 Lithium Ion Li ...,"well how much speed is this battery contain?Battery Type:18650 battery pack Nominal Voltage:48V Nominal Capacity:20Ah Cycle life:500 Times Standard Charge current:0.2C IC:DW01 Application:Power Tools,...",1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Size Bed Storage Underneath 1.5m Bed Size Foam Bed Size,"Hi,I'm interested in this product. Product name:king size bed with frame Type:Bedroom Furnitture Style:wooden beds Usage:Home Furniture-bedroom Furniture OEM/ODM:Accepetable furniture structure:frame ...",1,sets,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
GBOLE Original Quality LCD Screen Assembly for MacBook A3113 A1708 A2159 A1932 A2179 A2337 A2681 A...,A2338 lcd full assembely warranty(year):90 days color:Black display ratio:16:9 series:For Business aspect ratio:16:9 screen type:LCD pixel pitch:0.12445mm horizontal viewing angle:178Â° ...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
A3 UV DTF Printer XP600,"Hello MIKi iam looking for 1ï¸â£ A3 UV DTF printer with XP600 head(confirm new&original,with warranty) 2ï¸â£ Printing system:CMYK+White+Varnish ink 3ï¸â£ Vacuum suction ...",1,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Hangers for clothes,I'm looking for Hangers for clothes. Product specifications: Â·Color:brown/green Â·type:Storage Holders&Racks Â·material:plastic Â·use:Bathroom Â·metal type:Stainless Steel,300,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Nipple Vibrator,I'm looking for Nipple Vibrator.Product specifications:·Function: Hand Massage·Weight: 112.5g·Type: Full body massage·Application: Body,12,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Aluminum Ute Canopy Flat/Check Plate Ute Gull-Wing Alloy Truck Trailer China Manufacturer of Canopy,مرحبًا، لدي اهتمام بهذه المنتجات.product: Aluminum tool box for trucksColor: WhiteType: BoxLogo: Customized LogoThickness: 1.5-2.5mmMateri...,1,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Wholesale 2ml 3ml 5ml 10ml Portable Sample Spray Glass Perfume Bottle Reusable Glass Test Perfume ...,I require 10 ML as well as 5 ML Material:Glass+Plastic cap Feature:Eco-friendly/Recyclable/Easy To Clean/Leak proof/Refillable Usage:Glass Bottle For Gift/Fragrance/Perfume/Essential oil/Cosmetic/...,1000,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Butterfly needle,I'm looking for Butterfly needle.Product specifications:·Color: OEM·Feature: Durable·Type: Handheld·Application: Hospital·Properties: Medi...,20000,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
2025 Trending Product Hot Sale 10000mAh Mini Power Bank Mobile High Lithium Portable Charger Digital...,"how much cost of sample with DDP shipping?and how much cost of 50 pcs with DDP shipping to UAE,ajman city,damascus street output interface:DC output interface:Type C output interface:USB/DC ...",50,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Custom Black T Shirt Swimwear Zip Lock Clothing Bags With Logo Matte Frosted Printing Packaging Bag ...,Hi there!I'm currently looking for plastic packaging solutions and I'm particularly interested in your products.Could you please let me know if you offer any customization options for your packaging?...,100,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
2024 Surron Sur Ron light bee x1,I'm looking for 2024 Surron Sur Ron light bee x1. Product specifications: Â·grade:DIY Â·customized support:OEM Â·brand name:2024 Surron Sur Ron light bee x1 Â·model number:2024 Surron Sur Ron ...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Electrical vacuum cupping massager body vibrator massage machine electric massager for body,I'm looking for Electrical vacuum cupping massager body vibrator massage machine electric massager for body. Product specifications: Â·Function:Face Beauty&Body Slimming Â·Type:Anticellulite ...,50,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Challenging Inflatable Race Track with Blower for Sale,I'm looking for Challenging Inflatable Race Track with Blower for Sale. Product specifications: Â·OEM/ODM:Support OEM ODM Â·Inflatable:Yes Â·Material:PVC Â·Features:EASY SETUP ...,4,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Titanium bolts,I'm looking for Titanium bolts. Product specifications: Â·finish:Zinc Â·material:Stainless Steel Â·Surface treatment:Plain.Black.Zinc Plate.HDG Â·Grade:Class 4 Â·brand name:YPH,100,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
industrial-x-ray-film-agfa-d7-m,I'm looking for industrial-x-ray-film-agfa-d7-m. Also:,500,pack/packs,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
PANCERKA New Ice Maker with Handle 26LBS/24H Portable Ice Maker Machine with Scoop Countertop ...,Hi there!I'm currently looking for a refrigerator or freezer and I'm wondering if you have any specific information about the available colors.Could you please let me know if you offer a wide range of...,50,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Latest design sofa set,I'm looking for Latest design sofa set. Product specifications: Â·feature:Other Â·material:Fabric Â·mail packing:N Â·Keyword:Compression Modular Sofa Â·application:Living Room,4,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
air conditioner,Further requirements: Â·Samples:required,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Mobile Aerial Vertical Work Platform Self-Propelled Vertical Mast Telescopic Mast Portable Self ...,Name:11m Telescopic Aerial Work Platform Self-propelled Mast Lifts Operator type:Standing Driving Power:electric Lifting height:9000mm Capacity:200kg Color:Customer's Request Applicable Industries:...,1,set/sets,Quotes Left2,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Dirt bike moto surrons light bee x yamahas off-road motorcycles dirt bike 125cc other motorcycles ...,I'm looking for Dirt bike moto surrons light bee x yamahas off-road motorcycles dirt bike 125cc other motorcycles sportbikes dirtbike motocross electric dirtbike scooters motorbike adventure bike dual...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
A2PW503-S0010,"Dear Sir/Madam,Good day,can you quote for following YOKOGAWA items pls.This is our confirm requirement,so please quote your best and final price pls.NUMBER DESCRIPTIONQTY MAKE2NIO POWER SUPPLY MODULE ...",5,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Wire Mesh Curtain Coil Drapery Metal Mesh Curtain for High-GradeBuilding Decorative Mesh Cascade ...,"helloi need mesh curtain length of 3.6 meters by 4 meter length with accessories for the installation of the rail.please advise the pricing and the delivery time to Dubai,UAE. Usage:Space Divider ...",12,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
JA Solar N-type 615W Bifacial Solar Panel JAM66D45-615/LB,We are looking to source JA Solar N-type 615W Bifacial Solar Panel JAM66D45-615/LB. Product specifications: â¢ Power Output:615W â¢ Type:N-type Bifacial â¢ Model:JAM66D45-615/LB ...,720,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
"Car accessories for Jetour T2(Headlight&Taillight covers,Front&Rear bars with angle guards)","I want to purchase several car accessories for Jetour T2(1 set for each item),including headlight and taillight covers in glossy black,as well as front and rear bars with angle guards in stainless ...",1,set/sets,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
"UBC Cans Scrap,Aluminum UBC Scrap,Used Beverage Cans Scrap Premium Grade Aluminum Scrap Ubc(Used ...","Hello,I hope you are doing fine.I am looking for regular supply of UBC to UAE.Can you please share UBC specification and latest SGS inspection report Type:Aluminum Can Weight:50KG Bales ...",100,metric ton/metric tons,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
YTL-USBTL-512,Can you provide manual and software for YTL-USBTL-512,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
AM29F040B,We are looking for AM29F040B chips from qualified suppliers.Key product properties we are interested in include: Â·Memory type:Flash Â·Memory size:4Mbit Â·Operating voltage:1.8V-3.6V ...,7000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
New Arrival 2025 Lynk&Co 900 Plug-in Hybrid Large Size SUV 5-door 6-seater Electric Lynk Co SUV With...,"Hi,I searching or a lynk Co 900 2.0T discovery edition edition,to be shipped to DUbai,Jabal Ali,or personal use.can you assist me please. Length*Width*Height(mm):5240*1999*1810 Maximum speed(km/h):240...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
LED SPOTLIGHT,HI DO YOU HAVE RS022B LED8 3000K 10W,50,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Wholesale Molding Grade Recycled Plastic Bottle Scrap PET LDPE HDPE PVC for Profiles and Fibers Applications,مرحبًا، لدي اهتمام بهذه المنتجات. ما تكلفة الشحن؟product: HDPE plastic bottle scrap LDPE plastic bottle scrapMaterial: HDPE .LDPE,500,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
I7 Core 11th 12th Gen Laptop Computer 16GB RAM 11 10th Generation 1TB SSD 8GB 15.6 Inch Intel ...,"Product:Laptops Hard Disk:SSD 128GB,256GB,512GB,1TB,2TB Memory:DDR4 8GB/16GB/32GB Operating System:Window 10/11 Logo:Your logo can be laser on laptops. Package:Your package can be customized. ...",1,unit/units,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
I7 Core 11th 12th Gen Laptop Computer 16GB RAM 11 10th Generation 1TB SSD 8GB 15.6 Inch Intel ...,"Product:Laptops Hard Disk:SSD 128GB,256GB,512GB,1TB,2TB Memory:DDR4 8GB/16GB/32GB Operating System:Window 10/11 Logo:Your logo can be laser on laptops. Package:Your package can be customized. ...",1,unit/units,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Electric Fuel Pump 12V for HEP-02A Fuel Pump Ford Universal1968-1983 Aftermarket,Please quote including shipping Type:Electric fuel pump Usage:fuel pump supply Engine Type:Diesel Engine Parts Model of engine:For kubota Enigne replace PART NO.:16851-52030 Stock:YES ...,10,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Factory Wholesale Dishwasher Safe Scratch Fade Resistant Euro Dinnerware Serveware Classic White ...,Hello!Do you have a 20-piece set of dinner plates that are color white 6pc dinner plate6pc dessert plate6pc bowl/soup plate2pc rice dish. please give me a quotation for one without logo and 1 with ...,300,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
OEM Private Label Korean Beauty Skin Care Face Mask Sheet Natural Plant Fruit Mascarillas Faciales ...,"I want my Company's logo on these products but my first order will be 200 pcswhen can you deliver this to Dubai. Function:whitening,moisturizing,repair replenishing,anti aging Supplier Type:...",200,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Factory Direct Selling Decorative Landscape Art UV Printing Home Decor with Acrylic Diamonds ...,"Name:Metal Wall Decoration Style:Minimalism,Resonance,Modern,Modern Luxury Type:Other home decorations Material:Metal Usage:house,hotel and restaurant,gifts,etc Completed:100%powder coating and ...",2,set/sets,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Factory OEM Custom Logo PET Plastic Cans Transparent Plastic Can Soda Drinking Bottle With Aluminum ...,"For 330ml long can,I need straw open.For 250ml,I need easy open lid and pp lid,mainly used pudding For all the Jars,I need easy open lid with pp lid product:Plastic Cans Industrial Use:Beverage/...",10000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
SAMACH Woodworking Cut Off Saw Automatic Fast Cutting Saw Machine,Pls let us maximum size we can cut.Power of the motorWA 00971 50 587 5861 Model:RMJ274 Max.cut-off width:150mm(T:110mm)300mm(T:40mm) Spindle blade size:400mm Main shsft rotation:2840r/min ...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Wireless noise-canceling headset with boom microphone,"â¢ BluetoothÂ® adapter with USB-A or USB-C version.Up to 30m/100ft wireless range for your computer,with significantly improved coverage and fewer dropouts.â¢ Dual Bluetooth connectivity so ...",675,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
